BOPA_C	U35 Rice Locus	U35 Rice E-Score	U35_Rice Description
12_21049	Os07g48770	1.00E-119	protein expressed protein
12_11452	Os07g48490	2.00E-86	protein expressed protein
12_11304	Os07g48570	1.00E-63	protein expressed protein
12_10847	Os07g48430	0	"protein nucleoside-triphosphatase, putative, expressed"
11_21304	Os07g48490	1.00E-178	protein expressed protein
11_20173	Os07g48050	1.00E-129	"protein peroxidase precursor, putative, expressed"
11_10525	Os06g48230	5.00E-68	"protein DNA-directed RNA polymerases I, II, and III 17.1 kDa polypeptide, putative, expressed"
11_11073	Os07g47670	6.00E-43	"protein hypoxia induced protein conserved region containing protein, expressed"
11_10399	Os02g35130	1.00E-153	"protein protein AIG1, putative, expressed"
12_20326	Os07g47290	0	"protein xylose isomerase, putative, expressed"
11_10919	Os07g47420	4.00E-96	"protein 60S ribosome subunit biogenesis protein NIP7, putative, expressed"
12_10296	Os07g47580	1.00E-138	"protein TGF-beta-inducible nuclear protein 1, putative, expressed"
12_30420	Os07g47640	6.00E-33	"protein ultraviolet-B-repressible protein, putative, expressed"
11_10178	Os07g47780	2.00E-95	"protein 60S ribosomal protein L18, putative, expressed"
12_11057	Os07g48010	1.00E-133	"protein peroxidase 2 precursor, putative, expressed"
12_30657	Os11g36060	1.00E-147	"protein THUMP domain containing protein, expressed"
11_10837	Os07g47510	3.00E-83	"protein stress-related protein, putative, expressed"
11_21153	Os07g47360	1.00E-149	"protein CW-type Zinc Finger family protein, expressed"
11_10648	Os03g46490	6.00E-35	"protein 40S ribosomal protein S21, putative"
12_30432	Os05g13940	1.00E-116	"protein early nodulin 75 protein, putative, expressed"
11_10342	Os03g22730	0	"protein nucleolar protein NOP5, putative, expressed"
11_21338	Os01g72890	0.00000001	"protein serine/arginine repetitive matrix protein 1, putative, expressed"
11_10084	Os03g22810	1.00E-76	"protein superoxide dismutase 1, putative, expressed"
12_30363	Os03g22810	1.00E-76	"protein superoxide dismutase 1, putative, expressed"
12_11493	Os07g46830	1.00E-134	"protein sex determination protein tasselseed-2, putative, expressed"
12_30029	Os03g48090	1.00E-123	"protein vegetatible incompatibility protein HET-E-1, putative, expressed"
12_30379	Os07g46750	2.00E-96	"protein elongation factor 1-beta, putative, expressed"
12_10715	Os07g46790	0	"protein 4-alpha-glucanotransferase, putative, expressed"
12_30491	Os02g13970	0	"protein UOS1, putative, expressed"
12_10486	Os07g46520	1.00E-133	"protein rhythmically expressed gene 2 protein, putative, expressed"
12_11340	Os07g46430	1.00E-148	protein expressed protein
12_20281	Os07g46460	0	"protein ferredoxin-dependent glutamate synthase, chloroplast precursor, putative, expressed"
12_31169	Os02g02870	3.00E-14	"protein glycine-rich protein 2, putative, expressed"
12_30703	Os07g46220	1.00E-138	protein expressed protein
11_11061	Os07g46280	0	"protein non-cyanogenic beta-glucosidase precursor, putative, expressed"
11_10498	Os07g44660	0	"protein xylulose kinase, putative, expressed"
11_11505	Os07g45320	7.00E-25	"protein COX VIIa-like protein, putative, expressed"
11_21005	Os07g44350	1.00E-128	"protein novel plant SNARE 11, putative, expressed"
11_11054	Os07g44070	0	"protein carboxylic ester hydrolase, putative, expressed"
11_10234	Os07g44180	2.00E-24	"protein hydrophobic protein LTI6A, putative, expressed"
12_30604	Os07g44190	0	"protein h/ACA ribonucleoprotein complex subunit 4, putative, expressed"
12_20688	Os07g44330	0	"protein protein kinase, mitochondrial precursor, putative, expressed"
12_11428	Os07g44550	6.00E-27	"protein peroxidase 1 precursor, putative, expressed"
12_10156	Os07g44610	1.00E-116	"protein pyrrolidone carboxyl peptidase, putative, expressed"
11_10297	Os07g44620	1.00E-135	"protein eukaryotic translation initiation factor 6, putative, expressed"
12_30691	Os08g09450	7.00E-50	"protein ubiquitin-protein ligase, putative, expressed"
11_20674	Os08g33460	1.00E-51	protein expressed protein
11_10638	Os07g43360	0	"protein histone acetyltransferase MYST1, putative, expressed"
12_11131	Os07g43470	0	"protein developmentally-regulated GTP-binding protein 1, putative, expressed"
11_11302	Os07g43710	0	"protein CSLA7 - cellulose synthase-like family A; mannan synthase, expressed"
11_10422	Os07g43810	1.00E-112	"protein ribonucleoprotein A, chloroplast precursor, putative, expressed"
11_20929	Os07g43890	1.00E-107	"protein transmembrane emp24 domain-containing protein 10 precursor, putative, expressed"
12_31474	Os07g42860	1.00E-111	"protein cyclin delta-2, putative, expressed"
11_11400	Os07g42880	1.00E-163	"protein rf1 protein, mitochondrial precursor, putative, expressed"
11_11522	Os09g30010	3.00E-19	"protein fasciclin-like arabinogalactan protein 8 precursor, putative, expressed"
11_10147	Os03g29460	5.00E-73	"protein 60S ribosomal protein L27a-3, putative, expressed"
12_20234	Os03g29460	5.00E-73	"protein 60S ribosomal protein L27a-3, putative, expressed"
12_20235	Os03g29740	2.00E-36	"protein small nuclear ribonucleoprotein G, putative, expressed"
12_20917	Os07g41370	1.00E-99	"protein MADS-box transcription factor 18, putative, expressed"
12_30195	Os07g41460	1.00E-134	"protein flavonol 4-sulfotransferase, putative, expressed"
12_10927	Os07g41720	2.00E-98	"protein nuclear transcription factor Y subunit A-3, putative, expressed"
11_20602	Os07g41750	1.00E-115	"protein 40S ribosomal protein S3-A, putative, expressed"
11_20387	Os07g42370	1.00E-80	"protein pnFL-2, putative, expressed"
12_30338	Os07g42650	3.00E-28	protein expressed protein
11_21388	Os07g42890	1.00E-103	"protein FIP1, putative, expressed"
11_10325	Os07g42960	0	"protein phospho-2-dehydro-3-deoxyheptonate aldolase 1, chloroplast precursor, putative, expressed"
12_30259	Os07g42994	2.00E-77	"protein hydrolase, putative, expressed"
11_10733	Os07g43040	1.00E-43	"protein copper-transporting ATPase PAA1, putative, expressed"
11_21096	Os07g43940	1.00E-63	"protein glucan endo-1,3-beta-glucosidase 4 precursor, putative, expressed"
12_11272	Os07g42250	1.00E-148	"protein strictosidine synthase 1 precursor, putative, expressed"
11_11015	Os07g42490	0	"protein sucrose synthase 3, putative, expressed"
11_20891	Os07g41080	1.00E-133	"protein hydrolase, alpha/beta fold family protein"
12_30251	Os07g41200	1.00E-108	protein expressed protein
11_20748	Os07g41280	1.00E-142	"protein 6-phosphogluconolactonase, putative, expressed"
12_20643	Os07g39470	0	"protein chitin-inducible gibberellin-responsive protein 2, putative, expressed"
12_30557	Os07g39560	0	"protein RNA-binding protein, putative, expressed"
12_10558	Os07g39870	0	"protein eukaryotic peptide chain release factor subunit 1-1, putative, expressed"
12_30209	Os07g39980	1.00E-166	protein expressed protein
12_30487	Os08g34210	0	"protein NADP-dependent glyceraldehyde-3-phosphate dehydrogenase, putative, expressed"
11_10997	Os07g40940	4.00E-79	"protein glucan endo-1,3-beta-glucosidase 3 precursor, putative, expressed"
11_10602	Os07g37550	1.00E-135	"protein chlorophyll a-b binding protein of LHCII type III, chloroplast precursor, putative, expressed"
12_30634	Os07g37560	1.00E-169	"protein myosin-5C, putative, expressed"
11_10796	Os07g37850	1.00E-37	protein expressed protein
11_11133	Os07g38130	1.00E-150	"protein polygalacturonase inhibitor 1 precursor, putative, expressed"
11_20500	Os07g38270	0	"protein insulin-degrading enzyme, putative, expressed"
12_10330	Os07g38290	1.00E-63	"protein copper ion binding protein, putative, expressed"
12_10485	Os07g38300	1.00E-120	"protein ribosome recycling factor, chloroplast precursor, putative, expressed"
12_31288	Os07g41640	0.000000003	"protein DNA binding protein, putative, expressed"
11_20160	Os03g38800	1.00E-122	"protein mitochondrial protein, putative, expressed"
12_10948	Os07g26690	1.00E-151	"protein aquaporin PIP2.1, putative, expressed"
12_20878	Os07g30300	0	"protein rho-GTPase-activating protein 8, putative, expressed"
12_30582	Os07g30300	1.00E-73	"protein rho-GTPase-activating protein 8, putative, expressed"
12_31175	Os07g31280	3.00E-77	"protein casein kinase II subunit beta-4, putative, expressed"
12_30179	Os07g31840	1.00E-174	"protein protein binding protein, putative, expressed"
11_10947	Os07g32350	2.00E-95	"protein WD-repeat protein 74, putative, expressed"
11_20417	Os07g32800	1.00E-58	"protein autophagy-related protein 8 precursor, putative, expressed"
12_10099	Os07g32880	1.00E-171	"protein ATP synthase gamma chain, chloroplast precursor, putative, expressed"
12_30042	Os07g33110	0	"protein calcium-dependent protein kinase, isoform 2, putative, expressed"
11_11354	Os07g33340	1.00E-126	"protein ATP-dependent RNA helicase dbp4, putative, expressed"
11_20458	Os07g33680	2.00E-53	"protein succinate dehydrogenase subunit 3, putative, expressed"
11_20039	Os07g34740	2.00E-82	"protein pre-rRNA processing protein ESF1, putative, expressed"
12_11155	Os07g35260	0	"protein serine/threonine kinase-like protein, putative, expressed"
11_21286	Os07g36820	1.00E-127	"protein uncharacterized Cys-rich domain, putative, expressed"
12_30772	Os07g36940	1.00E-164	"protein eukaryotic translation initiation factor 4G, putative, expressed"
11_11046	Os07g37030	1.00E-111	"protein cytochrome b6-f complex iron-sulfur subunit, chloroplast precursor, putative, expressed"
11_10070	Os07g37240	1.00E-149	protein expressed protein
12_20181	Os07g37250	1.00E-138	"protein chloroplast-localized Ptr ToxA-binding protein1, putative, expressed"
11_10679	Os07g39280	0	"protein integral membrane protein like, putative, expressed"
11_20476	Os10g06720	1.00E-174	"protein aldose 1-epimerase, putative, expressed"
11_10012	Os11g24610	9.00E-33	"protein 60S ribosomal protein L38, putative, expressed"
12_30828	Os11g24610	9.00E-33	"protein 60S ribosomal protein L38, putative, expressed"
12_11369	Os02g27220	5.00E-23	"protein protein phosphatase 2C containing protein, expressed"
12_10883	Os04g28180	1.00E-112	"protein 40S ribosomal protein S8, putative, expressed"
12_10474	Os05g47810	0.00006	"protein UL36 very large tegument protein, putative, expressed"
11_10624	Os11g47580	3.00E-96	"protein xylanase inhibitor protein 1 precursor, putative, expressed"
12_30206	Os12g07590	7.00E-92	"protein receptor-type tyrosine-protein phosphatase S precursor, putative, expressed"
11_20251	Os04g28420	0	"protein peptidyl-prolyl isomerase, putative, expressed"
11_10358	Os04g30420	1.00E-156	"protein chloroplastic quinone-oxidoreductase, putative, expressed"
12_30068	Os07g02200	3.00E-69	"protein blue copper protein precursor, putative, expressed"
12_20196	Os07g02340	5.00E-36	protein expressed protein
12_11288	Os07g02440	1.00E-139	"protein peroxidase 50 precursor, putative, expressed"
11_20032	Os07g04840	1.00E-115	"protein oxygen-evolving enhancer protein 2, chloroplast precursor, putative, expressed"
11_20669	Os07g04990	6.00E-55	"protein aldo-keto reductase/ oxidoreductase, putative, expressed"
12_30514	Os07g05810	1.00E-143	"protein glycine-rich protein, putative, expressed"
11_11211	Os07g06490	1.00E-135	protein expressed protein
11_10317	Os07g06950	0	"protein ubiquitin carboxyl-terminal hydrolase 7, putative, expressed"
11_11178	Os07g07060	0	"protein prolyl-tRNA synthetase, putative, expressed"
12_31218	Os07g07080	1.00E-154	"protein regulator of chromosome condensation, RCC1, putative, expressed"
12_31189	Os07g07540	1.00E-120	"protein SHOOT1 protein, putative, expressed"
12_30561	Os07g09510	0	"protein vegetative cell wall protein gp1 precursor, putative, expressed"
12_21337	Os07g12910	1.00E-128	"protein PHD finger protein, putative, expressed"
11_11384	Os04g31710	1.00E-106	protein expressed protein
12_20335	Os04g32560	0	"protein ATP-dependent Clp protease ATP-binding subunit clpA homolog CD4B,chloroplast precursor, putative, expressed"
12_10035	Os02g27030	1.00E-143	"protein cysteine proteinase 1 precursor, putative, expressed"
11_10750	Os03g23980	1.00E-131	"protein 3-beta hydroxysteroid dehydrogenase/isomerase family protein, putative, expressed"
11_11206	Os04g32650	0	"protein glycyl-tRNA synthetase 1, mitochondrial precursor, putative, expressed"
12_10640	Os04g34610	1.00E-46	protein expressed protein
11_10436	Os04g35180	1.00E-110	"protein protein grpE, putative, expressed"
11_20690	Os04g39040	1.00E-137	"protein UBA and UBX domain-containing protein, putative, expressed"
11_20390	Os02g32660	0	"protein 1,4-alpha-glucan branching enzyme IIB, chloroplast precursor, putative, expressed"
11_10191	Os02g33450	1.00E-119	"protein 2-cys peroxiredoxin BAS1, chloroplast precursor, putative, expressed"
12_30275	Os03g52680	2.00E-55	protein expressed protein
11_20532	Os04g33110	7.00E-35	protein expressed protein
11_10685	Os04g33280	0	protein expressed protein
11_20887	Os04g33490	0	"protein alkaline/neutral invertase, putative, expressed"
12_11504	Os04g33500	0	"protein protein kinase KIPK, putative, expressed"
12_30265	Os04g33660	1.00E-102	"protein carbonic anhydrase precursor, putative, expressed"
11_21399	Os04g34080	1.00E-93	"protein protein phosphatase type 2A regulator/ signal transducer, putative, expressed"
11_20438	Os04g34170	5.00E-95	"protein extensin precursor, putative, expressed"
11_10692	Os04g35190	1.00E-171	"protein F-box only protein 9, putative, expressed"
11_10909	Os04g35290	0	"protein OsPDIL5-2 - Oryza sativa protein disulfide isomerase, expressed"
12_30108	Os04g36050	0	"protein cleft lip and palate transmembrane 1 protein, putative, expressed"
12_30724	Os04g36810	1.00E-61	"protein small nuclear ribonucleoprotein LSM1, putative, expressed"
12_11324	Os05g32430	1.00E-141	"protein CPL3, putative, expressed"
12_30323	Os06g44410	2.00E-45	"protein AHK5, putative, expressed"
11_20585	Os07g49520	0	"protein 2-oxoglutarate dehydrogenase E1 component, mitochondrial precursor, putative, expressed"
12_11278	Os09g12270	6.00E-19	"protein FK506-binding protein 39 kDa, putative, expressed"
11_10632	Os09g24230	1.00E-121	"protein catalytic/ hydrolase, putative, expressed"
12_31256	Os01g34614	4.00E-25	"protein DNA-directed RNA polymerases I, II, and III 7.3 kDa polypeptide, putative, expressed"
11_20374	Os04g35300	1.00E-41	protein expressed protein
11_20442	Os04g35520	1.00E-159	"protein OsAPx7 - Stromal Ascorbate Peroxidase encoding gene, expressed"
11_11430	Os04g35570	0	"protein HECT domain and RCC1-like domain-containing protein 2, putative, expressed"
12_11316	Os04g35760	1.00E-139	protein expressed protein
12_21476	Os06g11240	1.00E-149	"protein 12-oxophytodienoate reductase 2, putative, expressed"
11_21094	Os04g36660	0	"protein calmodulin binding protein, putative, expressed"
11_11072	Os04g37619	0	"protein zeaxanthin epoxidase, chloroplast precursor, putative, expressed"
12_11347	Os08g05620	4.00E-87	"protein cytochrome P450 89A2, putative, expressed"
11_21166	Os04g38520	0	protein expressed protein
12_11121	Os04g37920	0	"protein cryptochrome 1 apoprotein, putative, expressed"
11_21110	Os07g01480	3.00E-77	"protein oxygen evolving enhancer protein 3 containing protein, expressed"
11_10651	Os12g19090	3.00E-76	"protein ku70-binding protein, putative, expressed"
12_10545	Os04g39210	0	"protein agmatine deiminase, putative, expressed"
12_11096	Os02g37420	1.00E-113	"protein ras-related protein Rab-2-A, putative, expressed"
11_21144	Os04g39270	1.00E-176	"protein indole-3-glycerol phosphate synthase, chloroplast precursor, putative, expressed"
11_10265	Os02g38840	0	"protein glucose-6-phosphate 1-dehydrogenase, cytoplasmic isoform, putative, expressed"
11_21258	Os04g41030	1.00E-128	"protein systemin receptor SR160 precursor, putative, expressed"
