chromosome	U35 Rice Locus	start	aliases	U35_Rice Description
1	LOC_Os01g44960	3055	null	protein catalytic/ hydrolase, putative, expressed
1	LOC_Os01g71380	267	null	protein glucan endo-1,3-beta-glucosidase GII precursor, putative, expressed
1	LOC_Os01g71280	4423	null	protein glycerol-3-phosphate dehydrogenase, putative, expressed
1	LOC_Os01g71380	267	null	protein glucan endo-1,3-beta-glucosidase GII precursor, putative, expressed
1	LOC_Os01g72100	5438	null	protein polcalcin Jun o 2, putative, expressed
1	LOC_Os01g72200	22922	null	protein expressed protein
1	LOC_Os01g72320	5262	null	protein ran GTPase binding protein, putative, expressed
1	LOC_Os01g72310	4905	null	protein CW-type Zinc Finger family protein, expressed
1	LOC_Os01g34350	23212	null	protein RNA-dependent RNA polymerase homolog 1, putative, expressed
1	LOC_Os01g72009	17078	null	protein expressed protein
1	LOC_Os01g72480	2565	null	protein zinc finger, C3HC4 type family protein, expressed
1	LOC_Os01g72470	8966	null	protein expressed protein
1	LOC_Os01g72800	17848	null	protein cell division protein ftsY, putative, expressed
1	LOC_Os01g73080	16680	null	protein expressed protein
1	LOC_Os01g72880	9410	null	protein MUTL protein homolog 1, putative, expressed
1	LOC_Os01g46250	19143	null	protein lipase-like protein, putative, expressed
1	LOC_Os01g68810	18617	null	protein expressed protein
1	LOC_Os01g73000	16506	null	protein copine-4, putative, expressed
1	LOC_Os01g73120	3483	null	protein membrane protein, putative, expressed
1	LOC_Os01g73120	3483	null	protein membrane protein, putative, expressed
1	LOC_Os01g73140	2654	null	protein ubiquitin-fold modifier 1 precursor, putative, expressed
1	LOC_Os01g73570	18352	null	protein vacuolar protein sorting 55 containing protein, expressed
1	LOC_Os01g73690	21725	null	protein antiporter/ drug transporter/ transporter, putative, expressed
1	LOC_Os01g73880	2412	null	protein eukaryotic translation initiation factor 4E-1, putative, expressed
1	LOC_Os01g74020	19636	null	protein ARR1 protein-like, putative, expressed
1	LOC_Os01g74152	16631	null	protein catalytic/ hydrolase, putative, expressed
1	LOC_Os01g73940	3081	null	protein expressed protein
1	LOC_Os01g27260	945	null	protein glutathione S-transferase GSTF1, putative, expressed
1	LOC_Os01g74250	18492	null	protein plant-specific domain TIGR01615 family protein, expressed
1	LOC_Os01g66850	18361	null	protein carboxylic ester hydrolase, putative, expressed
1	LOC_Os01g66830	3927	null	protein carboxylic ester hydrolase, putative, expressed
1	LOC_Os01g74530	20441	null	protein expressed protein
1	LOC_Os01g66320	2661	null	protein expressed protein
1	LOC_Os01g73790	1377	null	protein bifunctional polymyxin resistance arnA protein, putative, expressed
1	LOC_Os01g53880	18053	null	protein OsIAA6 - Auxin-responsive Aux/IAA gene family member, expressed
1	LOC_Os01g74020	19636	null	protein ARR1 protein-like, putative, expressed
1	LOC_Os01g55830	739	null	protein glutathione S-transferase GSTF2, putative, expressed
1	LOC_Os01g08410	15656	null	protein early fruit mRNA, putative, expressed
1	LOC_Os01g42880	15521	null	protein 3-N-debenzoyl-2-deoxytaxol N-benzoyltransferase, putative, expressed
1	LOC_Os01g01620	3350	null	protein ribokinase, putative, expressed
1	LOC_Os01g13460	5640	null	protein helix-loop-helix DNA-binding domain containing protein, expressed
1	LOC_Os01g32660	2255	null	protein OsMKK6 - putative MAPKK based on amino acid sequence homology, expressed
1	LOC_Os01g16180	2513	null	protein MT-A70 family protein, expressed
1	LOC_Os01g34480	17382	null	protein dihydroflavonol-4-reductase, putative, expressed
1	LOC_Os01g01840	17106	null	protein helix-loop-helix DNA-binding domain containing protein, expressed
1	LOC_Os01g27210	2224	null	protein glutathione S-transferase IV, putative, expressed
1	LOC_Os01g27210	2224	null	protein glutathione S-transferase IV, putative, expressed
1	LOC_Os01g33050	1521	null	protein ribosome biogenesis protein RLP24, putative, expressed
1	LOC_Os01g55290	3527	null	protein EMB1417, putative, expressed
1	LOC_Os01g21034	1977	null	protein pectinesterase-2 precursor, putative, expressed
1	LOC_Os01g32280	18601	null	protein transmembrane protein 19, putative, expressed
1	LOC_Os01g14790	5040	null	protein expressed protein
1	LOC_Os01g33030	1724	null	protein brix domain-containing protein 1, putative, expressed
1	LOC_Os01g37910	448	null	protein vacuolar processing enzyme precursor, putative, expressed
1	LOC_Os01g67134	1579	null	protein 60S ribosomal protein L5-1, putative, expressed
1	LOC_Os01g45110	17121	null	protein cytokinin-O-glucosyltransferase 1, putative, expressed
1	LOC_Os01g41710	389	null	protein chlorophyll a-b binding protein 2, chloroplast precursor, putative, expressed
1	LOC_Os01g36950	738	null	protein N-rich protein, putative, expressed
1	LOC_Os01g25386	3982	null	protein multidrug resistance-associated protein 4, putative, expressed
1	LOC_Os01g21630	18220	null	protein carboxylic ester hydrolase, putative, expressed
1	LOC_Os01g51220	15001	null	protein transport protein particle subunit trs31, putative, expressed
1	LOC_Os01g27360	14472	null	protein glutathione S-transferase GSTF1, putative, expressed
1	LOC_Os01g24780	18664	null	protein cytochrome P450 72A1, putative, expressed
1	LOC_Os01g73580	17450	null	protein beta-fructofuranosidase, insoluble isoenzyme 4 precursor, putative, expressed
1	LOC_Os01g73580	17450	null	protein beta-fructofuranosidase, insoluble isoenzyme 4 precursor, putative, expressed
1	LOC_Os01g11790	3645	null	protein GDSL-like Lipase/Acylhydrolase family protein, expressed
1	LOC_Os01g01830	17482	null	protein prolyl endopeptidase, putative, expressed
1	LOC_Os01g25990	3834	null	protein retrotransposon protein, putative, Ty1-copia subclass, expressed
1	LOC_Os01g57630	8546	null	protein membrane-associated salt-inducible protein like, putative, expressed
1	LOC_Os01g18860	443	null	protein S-adenosylmethionine synthetase 1, putative, expressed
1	LOC_Os01g16900	1485	null	protein 3-isopropylmalate dehydrogenase, chloroplast precursor, putative, expressed
1	LOC_Os01g22010	519	null	protein S-adenosylmethionine synthetase 1, putative, expressed
1	LOC_Os01g50622	1890	null	protein wound inducive gene, putative, expressed
1	LOC_Os01g52240	492	null	protein chlorophyll a-b binding protein 2, chloroplast precursor, putative, expressed
1	LOC_Os01g73220	13755	null	protein peroxidase 12 precursor, putative, expressed
1	LOC_Os01g73220	13755	null	protein peroxidase 12 precursor, putative, expressed
1	LOC_Os01g22230	3998	null	protein peroxidase 1 precursor, putative, expressed
1	LOC_Os01g15709	1495	null	protein transferase, putative
1	LOC_Os01g18070	15303	null	protein transcription factor APFI, putative, expressed
1	LOC_Os01g15448	5478	null	protein expressed protein
1	LOC_Os01g46070	169	null	protein malate dehydrogenase, mitochondrial precursor, putative, expressed
1	LOC_Os01g09830	18723	null	protein OsGrx_A2 - glutaredoxin subgroup III, expressed
1	LOC_Os01g22352	14350	null	protein peroxidase 2 precursor, putative, expressed
1	LOC_Os01g01290	17612	null	protein histone-like transcription factor and archaeal histone family protein, expressed
1	LOC_Os01g42530	19506	null	protein GTP-binding nuclear protein Ran-2, putative, expressed
1	LOC_Os01g40830	2951	null	protein hypothetical protein
1	LOC_Os01g40830	2951	null	protein hypothetical protein
1	LOC_Os01g52490	15033	null	protein 40S ribosomal protein S24, putative, expressed
1	LOC_Os01g43710	15323	null	protein cytochrome P450 72A1, putative, expressed
1	LOC_Os01g52190	6638	null	protein aspartic proteinase nepenthesin-1 precursor, putative
1	LOC_Os01g43070	4235	null	protein expressed protein
1	LOC_Os01g44230	22152	null	protein transcription factor X1, putative, expressed
1	LOC_Os01g44230	5083	null	protein transcription factor X1, putative, expressed
1	LOC_Os01g42110	539	null	protein seven-transmembrane-domain protein 1, putative
1	LOC_Os01g13080	15526	null	protein 60S acidic ribosomal protein P3, putative, expressed
1	LOC_Os01g19450	16115	null	protein ATP-citrate synthase subunit 1, putative, expressed
1	LOC_Os01g19020	17861	null	protein peroxidase 1 precursor, putative, expressed
1	LOC_Os01g55150	4792	null	protein transcription factor RF2b, putative, expressed
1	LOC_Os01g32780	1221	null	protein ethylene-responsive protein, putative, expressed
1	LOC_Os01g60190	15021	null	protein 2,3-bisphosphoglycerate-independent phosphoglycerate mutase, putative, expressed
1	LOC_Os01g03090	458	null	protein SLL2, putative, expressed
1	LOC_Os01g68770	894	null	protein selenium-binding protein, putative, expressed
1	LOC_Os01g68950	940	null	protein ubiquitin-like protein SMT3, putative, expressed
1	LOC_Os01g64660	899	null	protein fructose-1,6-bisphosphatase, cytosolic, putative, expressed
1	LOC_Os01g68790	1117	null	protein glycine-rich RNA-binding protein 2, mitochondrial precursor, putative, expressed
1	LOC_Os01g38620	1155	null	protein 3-5 exonuclease/ nucleic acid binding protein, putative, expressed
1	LOC_Os01g42860	1431	null	protein subtilisin-chymotrypsin inhibitor 2, putative, expressed
1	LOC_Os01g53730	15542	null	protein expressed protein
1	LOC_Os01g69040	1387	null	protein ubiquitin-protein ligase/ zinc ion binding protein, putative, expressed
1	LOC_Os01g24680	1259	null	protein glyoxysomal fatty acid beta-oxidation multifunctional protein MFP-a, putative, expressed
1	LOC_Os01g68480	15874	null	protein thioredoxin F-type, chloroplast precursor, putative, expressed
1	LOC_Os01g03060	15795	null	protein sarcoplasmic reticulum histidine-rich calcium-binding protein precursor, putative, expressed
1	LOC_Os01g05840	16087	null	protein retinol dehydrogenase 11, putative, expressed
1	LOC_Os01g04040	16121	null	protein Bowman-Birk type wound-induced proteinase inhibitor WIP1 precursor, putative
1	LOC_Os01g12580	1903	null	protein late embryogenesis abundant protein Lea14-A, putative, expressed
1	LOC_Os01g10250	1732	null	protein monoglyceride lipase, putative, expressed
1	LOC_Os01g59060	2059	null	protein 50S ribosomal protein L34, chloroplast precursor, putative, expressed
1	LOC_Os01g64280	2118	null	protein sorting nexin 1, putative, expressed
1	LOC_Os01g71050	16449	null	protein VAP27-2, putative, expressed
1	LOC_Os01g61120	2051	null	protein expressed protein
1	LOC_Os01g01302	16839	null	protein shikimate kinase family protein, expressed
1	LOC_Os01g71230	2709	null	protein nascent polypeptide-associated complex alpha subunit-like protein 3, putative, expressed
1	LOC_Os01g61720	2672	null	protein IQD1, putative, expressed
1	LOC_Os01g01840	17106	null	protein helix-loop-helix DNA-binding domain containing protein, expressed
1	LOC_Os01g04730	14927	null	protein 60S ribosomal protein L26-1, putative, expressed
1	LOC_Os01g63270	2506	null	protein alpha-glucan phosphorylase, H isozyme, putative, expressed
1	LOC_Os01g03030	17506	null	protein alanyl-tRNA synthetase, putative, expressed
1	LOC_Os01g35184	17335	null	protein CBL-interacting serine/threonine-protein kinase 24, putative, expressed
1	LOC_Os01g41220	3570	null	protein expressed protein
1	LOC_Os01g22490	13742	null	protein 40S ribosomal protein S27a, putative, expressed
1	LOC_Os01g54960	3789	null	protein metal-dependent hydrolase, putative, expressed
1	LOC_Os01g03549	18775	null	protein copper ion binding protein, putative, expressed
1	LOC_Os01g58470	4611	null	protein expressed protein
1	LOC_Os01g62230	14019	null	protein histone H2B.4, putative, expressed
1	LOC_Os01g74190	3671	null	protein expressed protein
1	LOC_Os01g07780	17063	null	protein lipase/lipooxygenase, PLAT/LH2, putative, expressed
1	LOC_Os01g74450	14114	null	protein aquaporin TIP1.2, putative, expressed
1	LOC_Os01g17190	14179	null	protein calmodulin, putative, expressed
1	LOC_Os01g73160	14311	null	protein 40S ribosomal protein S10, putative, expressed
1	LOC_Os01g46926	14395	null	protein ubiquitin-conjugating enzyme E2-17 kDa 9, putative, expressed
1	LOC_Os01g05650	14934	null	protein metallothionein-like protein type 2, putative, expressed
1	LOC_Os01g05970	14015	null	protein core histone H2A/H2B/H3/H4 family protein, expressed
1	LOC_Os01g15830	13830	null	protein peroxidase 72 precursor, putative, expressed
1	LOC_Os01g70180	15661	null	protein secondary cell wall-related glycosyltransferase family 47, putative, expressed
1	LOC_Os01g40310	1755	null	protein expressed protein
1	LOC_Os01g71080	467	null	protein xylanase inhibitor TAXI-IV, putative, expressed
1	LOC_Os01g16960	16870	null	protein pyruvate kinase, cytosolic isozyme, putative, expressed
1	LOC_Os01g71000	3496	null	protein protein kinase APK1B, chloroplast precursor, putative, expressed
1	LOC_Os01g68370	4909	null	protein protein viviparous, putative, expressed
1	LOC_Os01g63190	4332	null	protein L-ascorbate oxidase precursor, putative, expressed
1	LOC_Os01g31610	19308	null	protein tyrosyl-tRNA synthetase, putative, expressed
1	LOC_Os01g59680	6154	null	protein NHL25, putative, expressed
1	LOC_Os01g59110	21901	null	protein indole-3-acetate beta-glucosyltransferase, putative, expressed
1	LOC_Os01g46760	8070	null	protein protein phosphatase 2C ABI1, putative, expressed
1	LOC_Os01g07890	8760	null	protein expressed protein
1	LOC_Os01g05970	13974	null	protein core histone H2A/H2B/H3/H4 family protein, expressed
1	LOC_Os01g46250	19143	null	protein lipase-like protein, putative, expressed
1	LOC_Os01g59900	16010	null	protein expressed protein
1	LOC_Os01g27360	14472	null	protein glutathione S-transferase GSTF1, putative, expressed
1	LOC_Os01g13150	5527	null	protein metallo-beta-lactamase superfamily protein, expressed
1	LOC_Os01g51860	20669	null	protein violaxanthin de-epoxidase family protein, expressed
1	LOC_Os01g44970	6753	null	protein polygalacturonase precursor, putative, expressed
1	LOC_Os01g40750	6816	null	protein expressed protein
1	LOC_Os01g70210	7113	null	protein phosphatidylinositol transfer protein CSR1, putative, expressed
1	LOC_Os01g04370	14869	null	protein 16.9 kDa class I heat shock protein 1, putative, expressed
1	LOC_Os01g73990	14942	null	protein cytochrome b5, putative, expressed
1	LOC_Os01g74350	14749	null	protein soluble inorganic pyrophosphatase, putative, expressed
1	LOC_Os01g43080	678	null	protein 3-5 exonuclease eri-1, putative, expressed
1	LOC_Os01g70770	14091	null	protein glutathione S-transferase III, putative, expressed
1	LOC_Os01g27880	15010	null	protein sucrose phosphate synthase, putative, expressed
1	LOC_Os01g68770	894	null	protein selenium-binding protein, putative, expressed
1	LOC_Os01g59440	15090	null	protein BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor, putative, expressed
1	LOC_Os01g64660	899	null	protein fructose-1,6-bisphosphatase, cytosolic, putative, expressed
1	LOC_Os01g47410	15471	null	protein aspartic proteinase oryzasin-1 precursor, putative, expressed
1	LOC_Os01g06310	15390	null	protein glycine-rich cell wall structural protein precursor, putative, expressed
1	LOC_Os01g73250	15193	null	protein bundle sheath cell specific protein 1, putative, expressed
1	LOC_Os01g69080	1346	null	protein acyl-desaturase, chloroplast precursor, putative, expressed
1	LOC_Os01g71300	15786	null	protein esterase D, putative, expressed
