BOPA_C	U35 Rice Locus	U35 Rice E-Score	U35_Rice Description
12_30775	LOC_Os07g04160	1.00E-102	"protein FK506 binding protein, putative, expressed"
11_21416	LOC_Os07g29220	0	"protein cyclopropane-fatty-acyl-phospholipid synthase/ oxidoreductase, putative, expressed"
11_20562	LOC_Os04g01290	0	"protein PCI domain containing protein, expressed"
12_30631	LOC_Os04g13210	0	"protein multidrug resistance-associated protein 4, putative, expressed"
11_20112	LOC_Os11g34180	1.00E-49	protein expressed protein
11_21423	LOC_Os04g14760	1.00E-102	"protein phosphoglycerate mutase family protein, expressed"
11_20107	LOC_Os04g20590	2.00E-54	"protein nucleus protein, putative, expressed"
11_20724	LOC_Os05g22940	0	"protein acetyl-coenzyme A carboxylase, putative, expressed"
11_10943	LOC_Os04g16450	1.00E-145	"protein aquaporin PIP2.6, putative, expressed"
11_11040	LOC_Os12g19394	2.00E-85	"protein ribulose bisphosphate carboxylase small chain C, chloroplast precursor, putative, expressed"
12_31284	LOC_Os04g24410	5.00E-60	"protein kinesin heavy chain isolog, putative, expressed"
12_10777	LOC_Os01g21160	0	"protein dihydrolipoyllysine-residue acetyltransferase component of pyruvatedehydrogenase complex, putative, expressed"
11_10180	LOC_Os08g35760	1.00E-106	"protein auxin-binding protein ABP20 precursor, putative, expressed"
11_10216	LOC_Os07g49150	0	"protein 26S protease regulatory subunit 4, putative, expressed"
12_30871	LOC_Os07g49460	2.00E-77	"protein two-component response regulator-like PRR37, putative, expressed"
12_30872	LOC_Os07g49460	2.00E-77	"protein two-component response regulator-like PRR37, putative, expressed"
11_20394	LOC_Os03g18510	1.00E-164	"protein eukaryotic translation initiation factor 2 alpha subunit, putative, expressed"
11_21015	LOC_Os07g49230	0	"protein ubiquitin-activating enzyme E1 3, putative, expressed"
11_21265	LOC_Os07g49030	2.00E-85	"protein PHD-finger family protein, expressed"
11_21261	LOC_Os07g49040	0	"protein Ca2+/calmodulin-dependent protein kinase phosphatase, putative, expressed"
11_21366	LOC_Os07g49110	1.00E-156	"protein D-alanine-D-alanine ligase, putative, expressed"
11_21187	LOC_Os03g19220	1.00E-31	protein expressed protein
12_20593	LOC_Os07g48980	1.00E-133	"protein nicotianamine synthase 3, putative, expressed"
11_10787	LOC_Os01g27730	0	"protein guanine nucleotide-binding protein-like 3, putative, expressed"
11_10987	LOC_Os07g48780	1.00E-80	"protein calmodulin, putative, expressed"
11_10307	LOC_Os07g48830	1.00E-153	"protein galactinol synthase 3, putative, expressed"
12_20368	LOC_Os07g48830	1.00E-153	"protein galactinol synthase 3, putative, expressed"
11_10891	LOC_Os07g48890	1.00E-178	"protein poly, putative, expressed"
11_20864	LOC_Os12g10784	1.00E-159	"protein 2-dehydro-3-deoxyphosphooctonate aldolase, putative, expressed"
11_11110	LOC_Os07g48510	1.00E-114	"protein thioredoxin-like 1, putative, expressed"
12_21049	LOC_Os07g48770	1.00E-119	protein expressed protein
12_11452	LOC_Os07g48490	2.00E-86	protein expressed protein
12_11304	LOC_Os07g48570	1.00E-63	protein expressed protein
12_10847	LOC_Os07g48430	0	"protein nucleoside-triphosphatase, putative, expressed"
11_21304	LOC_Os07g48490	1.00E-178	protein expressed protein
11_20173	LOC_Os07g48050	1.00E-129	"protein peroxidase precursor, putative, expressed"
11_10525	LOC_Os06g48230	5.00E-68	"protein DNA-directed RNA polymerases I, II, and III 17.1 kDa polypeptide, putative, expressed"
11_11073	LOC_Os07g47670	6.00E-43	"protein hypoxia induced protein conserved region containing protein, expressed"
11_10399	LOC_Os02g35130	1.00E-153	"protein protein AIG1, putative, expressed"
12_20326	LOC_Os07g47290	0	"protein xylose isomerase, putative, expressed"
11_10919	LOC_Os07g47420	4.00E-96	"protein 60S ribosome subunit biogenesis protein NIP7, putative, expressed"
12_10296	LOC_Os07g47580	1.00E-138	"protein TGF-beta-inducible nuclear protein 1, putative, expressed"
12_30420	LOC_Os07g47640	6.00E-33	"protein ultraviolet-B-repressible protein, putative, expressed"
11_10178	LOC_Os07g47780	2.00E-95	"protein 60S ribosomal protein L18, putative, expressed"
12_11057	LOC_Os07g48010	1.00E-133	"protein peroxidase 2 precursor, putative, expressed"
12_30657	LOC_Os11g36060	1.00E-147	"protein THUMP domain containing protein, expressed"
11_10837	LOC_Os07g47510	3.00E-83	"protein stress-related protein, putative, expressed"
11_21153	LOC_Os07g47360	1.00E-149	"protein CW-type Zinc Finger family protein, expressed"
11_10648	LOC_Os03g46490	6.00E-35	"protein 40S ribosomal protein S21, putative"
12_30432	LOC_Os05g13940	1.00E-116	"protein early nodulin 75 protein, putative, expressed"
11_10342	LOC_Os03g22730	0	"protein nucleolar protein NOP5, putative, expressed"
11_21338	LOC_Os01g72890	0.00000001	"protein serine/arginine repetitive matrix protein 1, putative, expressed"
11_10084	LOC_Os03g22810	1.00E-76	"protein superoxide dismutase 1, putative, expressed"
12_30363	LOC_Os03g22810	1.00E-76	"protein superoxide dismutase 1, putative, expressed"
12_11493	LOC_Os07g46830	1.00E-134	"protein sex determination protein tasselseed-2, putative, expressed"
12_30029	LOC_Os03g48090	1.00E-123	"protein vegetatible incompatibility protein HET-E-1, putative, expressed"
12_30379	LOC_Os07g46750	2.00E-96	"protein elongation factor 1-beta, putative, expressed"
12_10715	LOC_Os07g46790	0	"protein 4-alpha-glucanotransferase, putative, expressed"
12_30491	LOC_Os02g13970	0	"protein UOS1, putative, expressed"
12_10486	LOC_Os07g46520	1.00E-133	"protein rhythmically expressed gene 2 protein, putative, expressed"
12_11340	LOC_Os07g46430	1.00E-148	protein expressed protein
12_20281	LOC_Os07g46460	0	"protein ferredoxin-dependent glutamate synthase, chloroplast precursor, putative, expressed"
12_31169	LOC_Os02g02870	3.00E-14	"protein glycine-rich protein 2, putative, expressed"
12_30703	LOC_Os07g46220	1.00E-138	protein expressed protein
11_11061	LOC_Os07g46280	0	"protein non-cyanogenic beta-glucosidase precursor, putative, expressed"
11_10498	LOC_Os07g44660	0	"protein xylulose kinase, putative, expressed"
11_11505	LOC_Os07g45320	7.00E-25	"protein COX VIIa-like protein, putative, expressed"
11_21005	LOC_Os07g44350	1.00E-128	"protein novel plant SNARE 11, putative, expressed"
11_11054	LOC_Os07g44070	0	"protein carboxylic ester hydrolase, putative, expressed"
11_10234	LOC_Os07g44180	2.00E-24	"protein hydrophobic protein LTI6A, putative, expressed"
12_30604	LOC_Os07g44190	0	"protein h/ACA ribonucleoprotein complex subunit 4, putative, expressed"
12_20688	LOC_Os07g44330	0	"protein protein kinase, mitochondrial precursor, putative, expressed"
12_11428	LOC_Os07g44550	6.00E-27	"protein peroxidase 1 precursor, putative, expressed"
12_10156	LOC_Os07g44610	1.00E-116	"protein pyrrolidone carboxyl peptidase, putative, expressed"
11_10297	LOC_Os07g44620	1.00E-135	"protein eukaryotic translation initiation factor 6, putative, expressed"
12_30691	LOC_Os08g09450	7.00E-50	"protein ubiquitin-protein ligase, putative, expressed"
11_20674	LOC_Os08g33460	1.00E-51	protein expressed protein
11_10638	LOC_Os07g43360	0	"protein histone acetyltransferase MYST1, putative, expressed"
12_11131	LOC_Os07g43470	0	"protein developmentally-regulated GTP-binding protein 1, putative, expressed"
11_11302	LOC_Os07g43710	0	"protein CSLA7 - cellulose synthase-like family A; mannan synthase, expressed"
11_10422	LOC_Os07g43810	1.00E-112	"protein ribonucleoprotein A, chloroplast precursor, putative, expressed"
11_20929	LOC_Os07g43890	1.00E-107	"protein transmembrane emp24 domain-containing protein 10 precursor, putative, expressed"
12_31474	LOC_Os07g42860	1.00E-111	"protein cyclin delta-2, putative, expressed"
11_11400	LOC_Os07g42880	1.00E-163	"protein rf1 protein, mitochondrial precursor, putative, expressed"
11_11522	LOC_Os09g30010	3.00E-19	"protein fasciclin-like arabinogalactan protein 8 precursor, putative, expressed"
11_10147	LOC_Os03g29460	5.00E-73	"protein 60S ribosomal protein L27a-3, putative, expressed"
12_20234	LOC_Os03g29460	5.00E-73	"protein 60S ribosomal protein L27a-3, putative, expressed"
12_20235	LOC_Os03g29740	2.00E-36	"protein small nuclear ribonucleoprotein G, putative, expressed"
12_20917	LOC_Os07g41370	1.00E-99	"protein MADS-box transcription factor 18, putative, expressed"
12_30195	LOC_Os07g41460	1.00E-134	"protein flavonol 4-sulfotransferase, putative, expressed"
12_10927	LOC_Os07g41720	2.00E-98	"protein nuclear transcription factor Y subunit A-3, putative, expressed"
11_20602	LOC_Os07g41750	1.00E-115	"protein 40S ribosomal protein S3-A, putative, expressed"
11_20387	LOC_Os07g42370	1.00E-80	"protein pnFL-2, putative, expressed"
12_30338	LOC_Os07g42650	3.00E-28	protein expressed protein
11_21388	LOC_Os07g42890	1.00E-103	"protein FIP1, putative, expressed"
11_10325	LOC_Os07g42960	0	"protein phospho-2-dehydro-3-deoxyheptonate aldolase 1, chloroplast precursor, putative, expressed"
12_30259	LOC_Os07g42994	2.00E-77	"protein hydrolase, putative, expressed"
11_10733	LOC_Os07g43040	1.00E-43	"protein copper-transporting ATPase PAA1, putative, expressed"
11_21096	LOC_Os07g43940	1.00E-63	"protein glucan endo-1,3-beta-glucosidase 4 precursor, putative, expressed"
12_11272	LOC_Os07g42250	1.00E-148	"protein strictosidine synthase 1 precursor, putative, expressed"
11_11015	LOC_Os07g42490	0	"protein sucrose synthase 3, putative, expressed"
11_20891	LOC_Os07g41080	1.00E-133	"protein hydrolase, alpha/beta fold family protein"
12_30251	LOC_Os07g41200	1.00E-108	protein expressed protein
11_20748	LOC_Os07g41280	1.00E-142	"protein 6-phosphogluconolactonase, putative, expressed"
12_20643	LOC_Os07g39470	0	"protein chitin-inducible gibberellin-responsive protein 2, putative, expressed"
12_30557	LOC_Os07g39560	0	"protein RNA-binding protein, putative, expressed"
12_10558	LOC_Os07g39870	0	"protein eukaryotic peptide chain release factor subunit 1-1, putative, expressed"
12_30209	LOC_Os07g39980	1.00E-166	protein expressed protein
12_30487	LOC_Os08g34210	0	"protein NADP-dependent glyceraldehyde-3-phosphate dehydrogenase, putative, expressed"
11_10997	LOC_Os07g40940	4.00E-79	"protein glucan endo-1,3-beta-glucosidase 3 precursor, putative, expressed"
11_10602	LOC_Os07g37550	1.00E-135	"protein chlorophyll a-b binding protein of LHCII type III, chloroplast precursor, putative, expressed"
12_30634	LOC_Os07g37560	1.00E-169	"protein myosin-5C, putative, expressed"
11_10796	LOC_Os07g37850	1.00E-37	protein expressed protein
11_11133	LOC_Os07g38130	1.00E-150	"protein polygalacturonase inhibitor 1 precursor, putative, expressed"
11_20500	LOC_Os07g38270	0	"protein insulin-degrading enzyme, putative, expressed"
12_10330	LOC_Os07g38290	1.00E-63	"protein copper ion binding protein, putative, expressed"
12_10485	LOC_Os07g38300	1.00E-120	"protein ribosome recycling factor, chloroplast precursor, putative, expressed"
12_31288	LOC_Os07g41640	0.000000003	"protein DNA binding protein, putative, expressed"
11_20160	LOC_Os03g38800	1.00E-122	"protein mitochondrial protein, putative, expressed"
12_10948	LOC_Os07g26690	1.00E-151	"protein aquaporin PIP2.1, putative, expressed"
12_20878	LOC_Os07g30300	0	"protein rho-GTPase-activating protein 8, putative, expressed"
12_30582	LOC_Os07g30300	1.00E-73	"protein rho-GTPase-activating protein 8, putative, expressed"
12_31175	LOC_Os07g31280	3.00E-77	"protein casein kinase II subunit beta-4, putative, expressed"
12_30179	LOC_Os07g31840	1.00E-174	"protein protein binding protein, putative, expressed"
11_10947	LOC_Os07g32350	2.00E-95	"protein WD-repeat protein 74, putative, expressed"
11_20417	LOC_Os07g32800	1.00E-58	"protein autophagy-related protein 8 precursor, putative, expressed"
12_10099	LOC_Os07g32880	1.00E-171	"protein ATP synthase gamma chain, chloroplast precursor, putative, expressed"
12_30042	LOC_Os07g33110	0	"protein calcium-dependent protein kinase, isoform 2, putative, expressed"
11_11354	LOC_Os07g33340	1.00E-126	"protein ATP-dependent RNA helicase dbp4, putative, expressed"
11_20458	LOC_Os07g33680	2.00E-53	"protein succinate dehydrogenase subunit 3, putative, expressed"
11_20039	LOC_Os07g34740	2.00E-82	"protein pre-rRNA processing protein ESF1, putative, expressed"
12_11155	LOC_Os07g35260	0	"protein serine/threonine kinase-like protein, putative, expressed"
11_21286	LOC_Os07g36820	1.00E-127	"protein uncharacterized Cys-rich domain, putative, expressed"
12_30772	LOC_Os07g36940	1.00E-164	"protein eukaryotic translation initiation factor 4G, putative, expressed"
11_11046	LOC_Os07g37030	1.00E-111	"protein cytochrome b6-f complex iron-sulfur subunit, chloroplast precursor, putative, expressed"
11_10070	LOC_Os07g37240	1.00E-149	protein expressed protein
12_20181	LOC_Os07g37250	1.00E-138	"protein chloroplast-localized Ptr ToxA-binding protein1, putative, expressed"
11_10679	LOC_Os07g39280	0	"protein integral membrane protein like, putative, expressed"
11_20476	LOC_Os10g06720	1.00E-174	"protein aldose 1-epimerase, putative, expressed"
11_10012	LOC_Os11g24610	9.00E-33	"protein 60S ribosomal protein L38, putative, expressed"
12_30828	LOC_Os11g24610	9.00E-33	"protein 60S ribosomal protein L38, putative, expressed"
12_11369	LOC_Os02g27220	5.00E-23	"protein protein phosphatase 2C containing protein, expressed"
12_10883	LOC_Os04g28180	1.00E-112	"protein 40S ribosomal protein S8, putative, expressed"
12_10474	LOC_Os05g47810	0.00006	"protein UL36 very large tegument protein, putative, expressed"
11_10624	LOC_Os11g47580	3.00E-96	"protein xylanase inhibitor protein 1 precursor, putative, expressed"
12_30206	LOC_Os12g07590	7.00E-92	"protein receptor-type tyrosine-protein phosphatase S precursor, putative, expressed"
11_20251	LOC_Os04g28420	0	"protein peptidyl-prolyl isomerase, putative, expressed"
11_10358	LOC_Os04g30420	1.00E-156	"protein chloroplastic quinone-oxidoreductase, putative, expressed"
12_30068	LOC_Os07g02200	3.00E-69	"protein blue copper protein precursor, putative, expressed"
12_20196	LOC_Os07g02340	5.00E-36	protein expressed protein
12_11288	LOC_Os07g02440	1.00E-139	"protein peroxidase 50 precursor, putative, expressed"
11_20032	LOC_Os07g04840	1.00E-115	"protein oxygen-evolving enhancer protein 2, chloroplast precursor, putative, expressed"
11_20669	LOC_Os07g04990	6.00E-55	"protein aldo-keto reductase/ oxidoreductase, putative, expressed"
12_30514	LOC_Os07g05810	1.00E-143	"protein glycine-rich protein, putative, expressed"
11_11211	LOC_Os07g06490	1.00E-135	protein expressed protein
11_10317	LOC_Os07g06950	0	"protein ubiquitin carboxyl-terminal hydrolase 7, putative, expressed"
11_11178	LOC_Os07g07060	0	"protein prolyl-tRNA synthetase, putative, expressed"
12_31218	LOC_Os07g07080	1.00E-154	"protein regulator of chromosome condensation, RCC1, putative, expressed"
12_31189	LOC_Os07g07540	1.00E-120	"protein SHOOT1 protein, putative, expressed"
12_30561	LOC_Os07g09510	0	"protein vegetative cell wall protein gp1 precursor, putative, expressed"
12_21337	LOC_Os07g12910	1.00E-128	"protein PHD finger protein, putative, expressed"
11_11384	LOC_Os04g31710	1.00E-106	protein expressed protein
12_20335	LOC_Os04g32560	0	"protein ATP-dependent Clp protease ATP-binding subunit clpA homolog CD4B,chloroplast precursor, putative, expressed"
12_10035	LOC_Os02g27030	1.00E-143	"protein cysteine proteinase 1 precursor, putative, expressed"
11_10750	LOC_Os03g23980	1.00E-131	"protein 3-beta hydroxysteroid dehydrogenase/isomerase family protein, putative, expressed"
11_11206	LOC_Os04g32650	0	"protein glycyl-tRNA synthetase 1, mitochondrial precursor, putative, expressed"
12_10640	LOC_Os04g34610	1.00E-46	protein expressed protein
11_10436	LOC_Os04g35180	1.00E-110	"protein protein grpE, putative, expressed"
11_20690	LOC_Os04g39040	1.00E-137	"protein UBA and UBX domain-containing protein, putative, expressed"
11_20390	LOC_Os02g32660	0	"protein 1,4-alpha-glucan branching enzyme IIB, chloroplast precursor, putative, expressed"
11_10191	LOC_Os02g33450	1.00E-119	"protein 2-cys peroxiredoxin BAS1, chloroplast precursor, putative, expressed"
12_30275	LOC_Os03g52680	2.00E-55	protein expressed protein
11_20532	LOC_Os04g33110	7.00E-35	protein expressed protein
11_10685	LOC_Os04g33280	0	protein expressed protein
11_20887	LOC_Os04g33490	0	"protein alkaline/neutral invertase, putative, expressed"
12_11504	LOC_Os04g33500	0	"protein protein kinase KIPK, putative, expressed"
12_30265	LOC_Os04g33660	1.00E-102	"protein carbonic anhydrase precursor, putative, expressed"
11_21399	LOC_Os04g34080	1.00E-93	"protein protein phosphatase type 2A regulator/ signal transducer, putative, expressed"
11_20438	LOC_Os04g34170	5.00E-95	"protein extensin precursor, putative, expressed"
11_10692	LOC_Os04g35190	1.00E-171	"protein F-box only protein 9, putative, expressed"
11_10909	LOC_Os04g35290	0	"protein OsPDIL5-2 - Oryza sativa protein disulfide isomerase, expressed"
12_30108	LOC_Os04g36050	0	"protein cleft lip and palate transmembrane 1 protein, putative, expressed"
12_30724	LOC_Os04g36810	1.00E-61	"protein small nuclear ribonucleoprotein LSM1, putative, expressed"
12_11324	LOC_Os05g32430	1.00E-141	"protein CPL3, putative, expressed"
