barley opa_index	Brach gene	evalue	description
12_11288	Bradi1g07780	4.00E-121	none
	Bradi1g07790	1.00E-129	none
	Bradi1g07800	7.00E-22	none
12_30635	Bradi1g07810	0	none
	Bradi1g07820	2.00E-112	none
	Bradi1g07830	6.00E-156	none
	Bradi1g07840	0	none
	Bradi1g07850	2.00E-43	none
	Bradi1g07860	1.00E-173	none
11_10855	Bradi1g07870	2.00E-106	none
	Bradi1g07880	2.00E-37	none
	Bradi1g07890	2.00E-35	none
	Bradi1g07900	3.00E-35	none
	Bradi1g07910	5.00E-146	none
11_20884	Bradi1g07920	1.00E-140	none
	Bradi1g07930	0	none
	Bradi1g07940	3.00E-118	none
	Bradi1g07950	2.00E-12	none
	Bradi1g07960	6.00E-121	none
	Bradi1g07970	1.00E-28	none
	Bradi1g07980	0	none
	Bradi1g07990	3.00E-44	none
	Bradi1g08000	2.00E-91	none
	Bradi1g08010	9.00E-110	none
	Bradi1g08020	8.00E-72	none
	Bradi1g08030	4.00E-44	none
	Bradi1g08040	4.00E-120	none
	Bradi1g08050	5.00E-79	none
	Bradi1g08060	1.00E-95	none
	Bradi1g08070	1.00E-154	none
	Bradi1g08080	2.00E-51	none
	Bradi1g08090	3.00E-73	none
	Bradi1g08100	8.00E-20	none
	Bradi1g08110		none
11_10095	Bradi1g08120	0	none
	Bradi1g08130	0	none
	Bradi1g08140	2.00E-112	none
	Bradi1g08150	1.00E-93	none
	Bradi1g08160	4.00E-46	none
	Bradi1g08170	4.00E-32	none
	Bradi1g08180	6.00E-28	none
	Bradi1g08190	0	none
	Bradi1g08200	5.00E-51	none
	Bradi1g08210	4.00E-50	none
12_31237	Bradi1g08220	3.00E-142	none
	Bradi1g08230	1.00E-42	none
11_21241	Bradi1g08240	2.00E-176	none
	Bradi1g08250	1.00E-98	none
	Bradi1g08260	9.00E-105	none
	Bradi1g08270	2.00E-109	none
	Bradi1g08280	0	none
	Bradi1g08290	0	none
	Bradi1g08300	0	none
	Bradi1g08310	0	none
	Bradi1g08320	3.00E-42	none
	Bradi1g08330	4.00E-56	none
	Bradi1g08340	8.00E-90	none
	Bradi1g08350	4.00E-139	none
11_11080	Bradi1g08360	8.00E-46	none
	Bradi1g08370	8.00E-23	none
12_30668	Bradi1g08380	1.00E-144	none
	Bradi1g08390	2.00E-49	none
	Bradi1g08400	0	none
	Bradi1g08410	1.00E-30	none
	Bradi1g08420	4.00E-138	none
	Bradi1g08430		none
11_20487	Bradi1g08440	1.00E-53	none
	Bradi1g08450	1.00E-70	none
	Bradi1g08460	3.00E-73	none
	Bradi1g08470	1.00E-124	none
	Bradi1g08480	7.00E-119	none
	Bradi1g08490		none
	Bradi1g08500	3.00E-74	none
11_10705	Bradi1g08510	1.00E-139	none
	Bradi1g08520	7.00E-62	none
	Bradi1g08530	3.00E-70	none
	Bradi1g08540	0	none
	Bradi1g08550	0	none
	Bradi1g08560	0	none
	Bradi1g08570	0	none
	Bradi1g08580	0	none
	Bradi1g08590	8.00E-51	none
	Bradi1g08600	4.00E-134	none
	Bradi1g08610	7.00E-149	none
	Bradi1g08620	2.00E-98	none
	Bradi1g08630		none
	Bradi1g08640	1.00E-69	none
	Bradi1g08650		none
	Bradi1g08660	4.00E-126	none
11_20728	Bradi1g08670	2.00E-82	none
	Bradi1g08680	9.00E-48	none
	Bradi1g08690	3.00E-131	none
	Bradi1g08700	4.00E-70	none
	Bradi1g08710	0	none
	Bradi1g08720	2.00E-47	none
	Bradi1g08730	0	none
	Bradi1g08740		none
	Bradi1g08750	3.00E-102	none
	Bradi1g08760	2.00E-145	none
	Bradi1g08770	1.00E-27	none
	Bradi1g08780	1.00E-102	none
	Bradi1g08790		none
	Bradi1g08800		none
	Bradi1g08810	0	none
	Bradi1g08820	2.00E-37	none
	Bradi1g08830	0	none
	Bradi1g08840	3.00E-35	none
	Bradi1g08850	3.00E-58	none
	Bradi1g08860	6.00E-45	none
	Bradi1g08870	1.00E-124	none
	Bradi1g08880	4.00E-70	none
	Bradi1g08890	3.00E-65	none
11_21177	Bradi1g08900	8.00E-112	none
	Bradi1g08910	6.00E-132	none
	Bradi1g08920	1.00E-120	none
12_21471	Bradi1g08930	6.00E-119	none
	Bradi1g08940	1.00E-164	none
	Bradi1g08950	2.00E-58	none
	Bradi1g08960		none
	Bradi1g08970	1.00E-39	none
	Bradi1g08980	0	none
	Bradi1g08990	7.00E-101	none
	Bradi1g09000	0	none
	Bradi1g09010	5.00E-62	none
	Bradi1g09020		none
11_20259	Bradi1g09030	0	none
	Bradi1g09040	5.00E-76	none
	Bradi1g09050		none
11_20298	Bradi1g09060	1.00E-55	none
	Bradi1g09070		none
11_11405	Bradi1g09080	3.00E-53	none
11_10146	Bradi1g09090	1.00E-77	none
	Bradi1g09100	2.00E-137	none
	Bradi1g09110	1.00E-175	none
	Bradi1g09120	1.00E-174	none
	Bradi1g09130	6.00E-43	none
	Bradi1g09140	3.00E-56	none
	Bradi1g09150	1.00E-76	none
	Bradi1g09160	1.00E-149	none
	Bradi1g09170	4.00E-75	none
	Bradi1g09180	3.00E-75	none
	Bradi1g09190	2.00E-122	none
	Bradi1g09200	6.00E-134	none
	Bradi1g09210	0	none
	Bradi1g09220		none
	Bradi1g09230		none
	Bradi1g09240	6.00E-92	none
	Bradi1g09250	1.00E-32	none
11_10045	Bradi1g09260	0	none
11_10045	Bradi1g09270	0	none
	Bradi1g09280	2.00E-20	none
	Bradi1g09290	1.00E-24	none
11_20114	Bradi1g09300	0	none
	Bradi1g09310	8.00E-93	none
	Bradi1g09320	2.00E-103	none
11_20180	Bradi1g09330	2.00E-59	none
	Bradi1g09340	3.00E-54	none
	Bradi1g09350	2.00E-152	none
	Bradi1g09360	0	none
	Bradi1g09370	1.00E-123	none
	Bradi1g09380	6.00E-86	none
	Bradi1g09390	0	none
12_20240	Bradi1g09400	2.00E-103	none
12_30275	Bradi1g09410	4.00E-50	none
	Bradi1g09420	4.00E-103	none
	Bradi1g09430	8.00E-18	none
	Bradi1g09440	7.00E-122	none
	Bradi1g09450	4.00E-117	none
12_10371	Bradi1g09460	0	none
	Bradi1g09470	4.00E-23	none
	Bradi1g09480	3.00E-153	none
	Bradi1g09490	1.00E-20	none
11_20480	Bradi1g09500	7.00E-158	none
	Bradi1g09510	1.00E-40	none
11_11405	Bradi1g09520	3.00E-53	none
	Bradi1g09530	0	none
	Bradi1g09540	0	none
	Bradi1g09550	6.00E-93	none
	Bradi1g09560	3.00E-79	none
	Bradi1g09570	2.00E-16	none
11_20012	Bradi1g09580	4.00E-61	none
	Bradi1g09590	0	none
	Bradi1g09600	8.00E-21	none
	Bradi1g09610	7.00E-148	none
	Bradi1g09620	6.00E-52	none
12_11382	Bradi1g09630	2.00E-18	none
	Bradi1g09640	4.00E-47	none
	Bradi1g09650	0	none
	Bradi1g09660	0	none
	Bradi1g09670	2.00E-57	none
	Bradi1g09680	0	none
	Bradi1g09690	3.00E-119	none
	Bradi1g09700	3.00E-119	none
12_10347	Bradi1g09710	0	none
12_31352	Bradi1g09720	2.00E-50	none
	Bradi1g09730	8.00E-166	none
12_10171	Bradi1g09740	3.00E-180	none
	Bradi1g09750		none
	Bradi1g09760	2.00E-44	none
12_30589	Bradi1g09770	3.00E-93	none
	Bradi1g09780	2.00E-42	none
	Bradi1g09790	8.00E-40	none
12_30589	Bradi1g09800	5.00E-104	none
	Bradi1g09810	0	none
	Bradi1g09820	9.00E-108	none
	Bradi1g09830		none
	Bradi1g09840	3.00E-39	none
	Bradi1g09850	8.00E-39	none
	Bradi1g09860	7.00E-53	none
	Bradi1g09870		none
	Bradi1g09880	1.00E-88	none
	Bradi1g09890	2.00E-28	none
	Bradi1g09900	8.00E-133	none
	Bradi1g09910	2.00E-100	none
	Bradi1g09920	2.00E-26	none
	Bradi1g09930	6.00E-117	none
	Bradi1g09940	1.00E-67	none
12_31524	Bradi1g09950	9.00E-140	none
	Bradi1g09960	2.00E-42	none
	Bradi1g09970	0	none
	Bradi1g09980	5.00E-82	none
	Bradi1g09990	7.00E-25	none
	Bradi1g10000	5.00E-102	none
	Bradi1g10010	2.00E-48	none
	Bradi1g10020	2.00E-64	none
	Bradi1g10030	5.00E-111	none
	Bradi1g10040	1.00E-80	none
	Bradi1g10050	9.00E-76	none
	Bradi1g10060	3.00E-44	none
	Bradi1g10070	0	none
	Bradi1g10080		none
	Bradi1g10090	1.00E-45	none
	Bradi1g10100	3.00E-26	none
	Bradi1g10110	0	none
	Bradi1g10120	7.00E-75	none
	Bradi1g10130	3.00E-91	none
	Bradi1g10140	9.00E-88	none
	Bradi1g10150	0	none
	Bradi1g10160	9.00E-56	none
	Bradi1g10170	2.00E-110	none
	Bradi1g10180	7.00E-172	none
	Bradi1g10190	0	none
	Bradi1g10200	6.00E-18	none
	Bradi1g10210	2.00E-96	none
	Bradi1g10220	2.00E-54	none
	Bradi1g10230	2.00E-24	none
	Bradi1g10240	6.00E-42	none
	Bradi1g10250	2.00E-34	none
	Bradi1g10260	3.00E-81	none
	Bradi1g10270	3.00E-140	none
12_31165	Bradi1g10280	1.00E-32	none
	Bradi1g10290	6.00E-23	none
	Bradi1g10300	6.00E-74	none
	Bradi1g10310	4.00E-58	none
12_30668	Bradi1g10320	2.00E-64	none
	Bradi1g10330	2.00E-54	none
	Bradi1g10340	0	none
	Bradi1g10350		none
	Bradi1g10360	0	none
	Bradi1g10370	3.00E-93	none
	Bradi1g10380	1.00E-14	none
	Bradi1g10390	7.00E-52	none
	Bradi1g10400		none
	Bradi1g10410	9.00E-46	none
	Bradi1g10420	2.00E-77	none
	Bradi1g10430	4.00E-115	none
	Bradi1g10440	2.00E-163	none
	Bradi1g10450	0	none
	Bradi1g10460		none
	Bradi1g10470	9.00E-30	none
11_21397	Bradi1g10480	0	none
12_10810	Bradi1g10490	0	none
	Bradi1g10500	2.00E-107	none
	Bradi1g10510	0	none
	Bradi1g10520	0	none
	Bradi1g10530	4.00E-134	none
11_21389	Bradi1g10540	5.00E-119	none
	Bradi1g10550	1.00E-133	none
	Bradi1g10560	4.00E-98	none
	Bradi1g10570	3.00E-176	none
	Bradi1g10580	5.00E-47	none
	Bradi1g10590	5.00E-54	none
	Bradi1g10600	5.00E-56	none
	Bradi1g10610	3.00E-16	none
	Bradi1g10620	2.00E-16	none
	Bradi1g10630	0	none
	Bradi1g10640	1.00E-163	none
11_10095	Bradi1g10650	0	none
	Bradi1g10660	2.00E-179	none
	Bradi1g10670	2.00E-41	none
	Bradi1g10680	1.00E-58	none
11_10252	Bradi1g10690	6.00E-107	none
	Bradi1g10700	5.00E-119	none
	Bradi1g10710	3.00E-80	none
	Bradi1g10720	4.00E-149	none
	Bradi1g10730		none
	Bradi1g10740		none
	Bradi1g10750	5.00E-49	none
	Bradi1g10760	7.00E-131	none
	Bradi1g10770	2.00E-46	none
	Bradi1g10780	2.00E-86	none
	Bradi1g10790	3.00E-46	none
	Bradi1g10800	7.00E-56	none
	Bradi1g10810	5.00E-123	none
	Bradi1g10820	7.00E-59	none
	Bradi1g10830	2.00E-15	none
	Bradi1g10840	2.00E-55	none
	Bradi1g10850	3.00E-39	none
	Bradi1g10860	3.00E-45	none
	Bradi1g10870	3.00E-75	none
12_10395	Bradi1g10880	0	none
	Bradi1g10890	4.00E-178	none
12_10395	Bradi1g10900	0	none
	Bradi1g10910		none
11_20210	Bradi1g10920	0	none
11_20210	Bradi1g10930	0	none
11_20210	Bradi1g10940	0	none
	Bradi1g10950	0	none
	Bradi1g10960	0	none
12_30237	Bradi1g10970	3.00E-134	none
	Bradi1g10980	1.00E-115	none
12_10562	Bradi1g10990	6.00E-73	none
	Bradi1g11000	3.00E-83	none
	Bradi1g11010	5.00E-104	none
	Bradi1g11020	3.00E-19	none
	Bradi1g11030	0	none
	Bradi1g11040	3.00E-96	none
	Bradi1g11050	4.00E-22	none
	Bradi1g11060	2.00E-33	none
	Bradi1g11070	0	none
	Bradi1g11080	8.00E-127	none
11_20302	Bradi1g11090	0	none
	Bradi1g11100		none
	Bradi1g11110	1.00E-111	none
12_11175	Bradi1g11120	2.00E-54	none
11_20606	Bradi1g11130	4.00E-159	none
11_21189	Bradi1g11140	6.00E-11	none
11_21070	Bradi1g11150	5.00E-152	none
	Bradi1g11160	2.00E-89	none
	Bradi1g11170	8.00E-22	none
	Bradi1g11180	0	none
	Bradi1g11190	9.00E-31	none
	Bradi1g11200	1.00E-102	none
	Bradi1g11210	1.00E-20	none
11_20422	Bradi1g11220	9.00E-64	none
	Bradi1g11230	2.00E-40	none
	Bradi1g11240	2.00E-40	none
	Bradi1g11250	4.00E-64	none
	Bradi1g11260	6.00E-49	none
	Bradi1g11270	4.00E-50	none
	Bradi1g11280	6.00E-45	none
11_21418	Bradi1g11290	2.00E-142	none
	Bradi1g11300	2.00E-167	none
	Bradi1g11310	4.00E-58	none
	Bradi1g11320	0	none
12_21449	Bradi1g11330	4.00E-70	none
	Bradi1g11340	2.00E-101	none
	Bradi1g11350	3.00E-25	none
11_20109	Bradi1g11360	3.00E-54	none
	Bradi1g11370		none
	Bradi1g11380	0	none
	Bradi1g11390	1.00E-122	none
	Bradi1g11400	2.00E-19	none
11_20777	Bradi1g11410	4.00E-86	none
	Bradi1g11420	3.00E-71	none
	Bradi1g11430	1.00E-171	none
11_10031	Bradi1g11440	0	none
12_30907	Bradi1g11450	0	none
	Bradi1g11460		none
	Bradi1g11470	2.00E-26	none
	Bradi1g11480	2.00E-98	none
11_21374	Bradi1g11490	0	none
11_20001	Bradi1g11500	0	none
	Bradi1g11510		none
11_20411	Bradi1g11520	0	none
12_10626	Bradi1g11530	0	none
	Bradi1g11540	0	none
	Bradi1g11550	4.00E-108	none
11_21385	Bradi1g11560	9.00E-37	none
	Bradi1g11570	0	none
	Bradi1g11580	2.00E-34	none
	Bradi1g11590	3.00E-16	none
11_11405	Bradi1g11600	4.00E-51	none
	Bradi1g11610	4.00E-58	none
	Bradi1g11620	4.00E-125	none
	Bradi1g11630	5.00E-97	none
	Bradi1g11640	0	none
	Bradi1g11650	8.00E-103	none
	Bradi1g11660	3.00E-88	none
	Bradi1g11670	0	none
12_21458	Bradi1g11680	0	none
	Bradi1g11690	1.00E-28	none
	Bradi1g11700	3.00E-90	none
	Bradi1g11710	1.00E-25	none
11_10723	Bradi1g11720	0	none
	Bradi1g11730	0	none
11_21160	Bradi1g11740	1.00E-18	none
	Bradi1g11750	1.00E-28	none
	Bradi1g11760	3.00E-79	none
	Bradi1g11770	6.00E-64	none
	Bradi1g11780	2.00E-92	none
	Bradi1g11790	1.00E-62	none
11_11199	Bradi1g11800	2.00E-62	none
	Bradi1g11810	3.00E-54	none
	Bradi1g11820	0	none
	Bradi1g11830	2.00E-108	none
	Bradi1g11840	9.00E-64	none
	Bradi1g11850	7.00E-90	none
	Bradi1g11860	4.00E-14	none
12_31164	Bradi1g11870	3.00E-50	none
11_10589	Bradi1g11880	0	none
	Bradi1g11890	2.00E-42	none
	Bradi1g11900		none
	Bradi1g11910	2.00E-175	none
	Bradi1g11920	1.00E-112	none
	Bradi1g11930	3.00E-100	none
	Bradi1g11940	3.00E-49	none
12_31291	Bradi1g11950	3.00E-69	none
	Bradi1g11960	2.00E-94	none
	Bradi1g11970		none
	Bradi1g11980	0	none
11_10574	Bradi1g11990	4.00E-59	none
	Bradi1g12000	4.00E-81	none
	Bradi1g12010	4.00E-41	none
	Bradi1g12020		none
	Bradi1g12030	2.00E-88	none
	Bradi1g12040	2.00E-107	none
11_10223	Bradi1g12050	0	none
	Bradi1g12060		none
	Bradi1g12070	6.00E-11	none
	Bradi1g12080	1.00E-73	none
	Bradi1g12090		none
11_20557	Bradi1g12100	2.00E-38	none
11_21359	Bradi1g12110	1.00E-134	none
11_10383	Bradi1g12120	0	none
	Bradi1g12130	1.00E-144	none
	Bradi1g12140	8.00E-104	none
	Bradi1g12150	2.00E-173	none
	Bradi1g12160		none
	Bradi1g12170	1.00E-33	none
	Bradi1g12180	0	none
11_10738	Bradi1g12190	0	none
	Bradi1g12200	6.00E-79	none
	Bradi1g12210	1.00E-40	none
	Bradi1g12220	3.00E-133	none
	Bradi1g12230	1.00E-38	none
	Bradi1g12240	3.00E-125	none
	Bradi1g12250	6.00E-110	none
	Bradi1g12260	1.00E-56	none
	Bradi1g12270	4.00E-57	none
12_30150	Bradi1g12280	9.00E-91	none
	Bradi1g12290	2.00E-135	none
	Bradi1g12300	1.00E-142	none
	Bradi1g12310	1.00E-11	none
	Bradi1g12320	1.00E-57	none
12_31440	Bradi1g12330	2.00E-46	none
	Bradi1g12340	3.00E-85	none
12_30063	Bradi1g12350	2.00E-98	none
12_30795	Bradi1g12360	4.00E-46	none
12_30041	Bradi1g12370	8.00E-50	none
12_11155	Bradi1g12380	1.00E-88	none
	Bradi1g12390	1.00E-21	none
12_11155	Bradi1g12400	8.00E-64	none
12_11155	Bradi1g12410	2.00E-110	none
	Bradi1g12420	1.00E-16	none
	Bradi1g12430	8.00E-138	none
	Bradi1g12440	4.00E-125	none
	Bradi1g12450	2.00E-31	none
	Bradi1g12460	2.00E-80	none
	Bradi1g12470	4.00E-131	none
	Bradi1g12480	9.00E-87	none
	Bradi1g12490	5.00E-82	none
12_30454	Bradi1g12500	8.00E-15	none
12_11300	Bradi1g12510	0	none
12_11300	Bradi1g12520	6.00E-28	none
	Bradi1g12530	4.00E-73	none
	Bradi1g12540	6.00E-76	none
	Bradi1g12550	0	none
	Bradi1g12560	2.00E-112	none
12_30540	Bradi1g12570	3.00E-101	none
	Bradi1g12580	4.00E-17	none
	Bradi1g12590	1.00E-15	none
	Bradi1g12600	3.00E-17	none
	Bradi1g12610	3.00E-50	none
	Bradi1g12620		none
	Bradi1g12630		none
	Bradi1g12640		none
	Bradi1g12650	8.00E-28	none
	Bradi1g12660	5.00E-105	none
	Bradi1g12670	3.00E-147	none
	Bradi1g12680	6.00E-42	none
	Bradi1g12690	7.00E-65	none
11_11405	Bradi1g12700	1.00E-54	none
	Bradi1g12710	3.00E-123	none
	Bradi1g12720		none
	Bradi1g12730	3.00E-87	none
	Bradi1g12740		none
	Bradi1g12750	8.00E-159	none
	Bradi1g12760	1.00E-28	none
	Bradi1g12770	3.00E-44	none
	Bradi1g12780	7.00E-31	none
	Bradi1g12790	2.00E-36	none
	Bradi1g12800	4.00E-34	none
	Bradi1g12810	2.00E-90	none
	Bradi1g12820	0	none
	Bradi1g12830	4.00E-77	none
	Bradi1g12840	7.00E-61	none
	Bradi1g12850	7.00E-15	none
	Bradi1g12860	6.00E-42	none
	Bradi1g12870	1.00E-87	none
	Bradi1g12880	1.00E-90	none
12_11485	Bradi1g12890	3.00E-104	none
	Bradi1g12900		none
	Bradi1g12910	0	none
	Bradi1g12920	0	none
	Bradi1g12930		none
	Bradi1g12940	4.00E-88	none
	Bradi1g12950	3.00E-20	none
	Bradi1g12960	1.00E-104	none
	Bradi1g12970	4.00E-35	none
	Bradi1g12980	3.00E-46	none
	Bradi1g12990	5.00E-46	none
	Bradi1g13000		none
	Bradi1g13010	1.00E-23	none
	Bradi1g13020	1.00E-28	none
	Bradi1g13030	8.00E-37	none
	Bradi1g13040	4.00E-108	none
	Bradi1g13050	2.00E-101	none
11_10319	Bradi1g13060	1.00E-108	none
11_10319	Bradi1g13070	2.00E-110	none
	Bradi1g13080	1.00E-20	none
	Bradi1g13090	0	none
	Bradi1g13100		none
12_30232	Bradi1g13110	3.00E-92	none
	Bradi1g13120		none
	Bradi1g13130	2.00E-13	none
	Bradi1g13140		none
	Bradi1g13150	4.00E-62	none
	Bradi1g13160	1.00E-121	none
	Bradi1g13170		none
	Bradi1g13180	6.00E-163	none
	Bradi1g13190	2.00E-57	none
	Bradi1g13200	3.00E-18	none
	Bradi1g13210	4.00E-39	none
11_20873	Bradi1g13220	5.00E-108	none
	Bradi1g13230	6.00E-131	none
	Bradi1g13240	3.00E-65	none
	Bradi1g13250	3.00E-57	none
	Bradi1g13260		none
	Bradi1g13270		none
	Bradi1g13280	9.00E-12	none
	Bradi1g13290	0	none
	Bradi1g13300		none
	Bradi1g13310	4.00E-92	none
	Bradi1g13320	5.00E-44	none
	Bradi1g13330		none
	Bradi1g13340	1.00E-64	none
	Bradi1g13350	6.00E-109	none
	Bradi1g13360		none
	Bradi1g13370	8.00E-69	none
	Bradi1g13380	4.00E-78	none
	Bradi1g13390		none
	Bradi1g13400	3.00E-40	none
	Bradi1g13410	7.00E-34	none
	Bradi1g13420	5.00E-163	none
	Bradi1g13430	3.00E-108	none
	Bradi1g13440	0	none
11_21228	Bradi1g13450	6.00E-180	none
	Bradi1g13460	2.00E-180	none
	Bradi1g13470		none
	Bradi1g13480	0	none
11_11456	Bradi1g13490	6.00E-41	none
	Bradi1g13500	9.00E-162	none
12_30377	Bradi1g13510	1.00E-53	none
	Bradi1g13520	4.00E-95	none
	Bradi1g13530		none
	Bradi1g13540		none
	Bradi1g13550	4.00E-47	none
	Bradi1g13560		none
	Bradi1g13570	2.00E-95	none
	Bradi1g13580	0	none
	Bradi1g13590	2.00E-142	none
	Bradi1g13600	9.00E-41	none
	Bradi1g13610	2.00E-60	none
	Bradi1g13620		none
	Bradi1g13630	3.00E-75	none
11_10360	Bradi1g13640	0	none
	Bradi1g13650	6.00E-65	none
	Bradi1g13660	0	none
12_30590	Bradi1g13670	7.00E-91	none
12_30169	Bradi1g13680	2.00E-100	none
	Bradi1g13690	0	none
11_20003	Bradi1g13700	9.00E-30	none
12_10530	Bradi1g13710	0	none
	Bradi1g13720	0	none
	Bradi1g13730	7.00E-44	none
	Bradi1g13740	1.00E-172	none
	Bradi1g13750	2.00E-117	none
	Bradi1g13760	2.00E-103	none
11_21203	Bradi1g13770	0	none
11_20653	Bradi1g13780	2.00E-178	none
	Bradi1g13790	9.00E-92	none
	Bradi1g13800	1.00E-24	none
	Bradi1g13810	3.00E-26	none
	Bradi1g13820	5.00E-72	none
11_20300	Bradi1g13830	0	none
	Bradi1g13840	2.00E-60	none
12_30830	Bradi1g13850	0	none
12_20981	Bradi1g13860	8.00E-85	none
11_10805	Bradi1g13870	4.00E-65	none
	Bradi1g13880	8.00E-82	none
12_11535	Bradi1g13890	2.00E-104	none
	Bradi1g13900	2.00E-58	none
	Bradi1g13910	0	none
	Bradi1g13920	3.00E-48	none
	Bradi1g13930	0	none
	Bradi1g13940	6.00E-55	none
	Bradi1g13950	1.00E-82	none
	Bradi1g13960	0	none
	Bradi1g13970	1.00E-80	none
	Bradi1g13980	3.00E-52	none
	Bradi1g13990		none
	Bradi1g14000	0	none
	Bradi1g14010	0	none
	Bradi1g14020	5.00E-100	none
11_21325	Bradi1g14030	0	none
11_21325	Bradi1g14040	0	none
12_30665	Bradi1g14050	1.00E-98	none
	Bradi1g14060	9.00E-100	none
	Bradi1g14070	1.00E-95	none
	Bradi1g14080	9.00E-87	none
	Bradi1g14090	9.00E-68	none
	Bradi1g14100		none
	Bradi1g14110	5.00E-121	none
	Bradi1g14120	1.00E-39	none
	Bradi1g14130	1.00E-157	none
	Bradi1g14140	5.00E-14	none
	Bradi1g14150	0	none
11_11405	Bradi1g14160	1.00E-59	none
	Bradi1g14170	2.00E-34	none
	Bradi1g14180		none
	Bradi1g14190	5.00E-55	none
	Bradi1g14200	4.00E-116	none
	Bradi1g14210	5.00E-36	none
	Bradi1g14220	2.00E-123	none
	Bradi1g14230	2.00E-73	none
	Bradi1g14240	5.00E-75	none
	Bradi1g14250	1.00E-70	none
11_10996	Bradi1g14260	1.00E-32	none
	Bradi1g14270	5.00E-173	none
	Bradi1g14280	2.00E-22	none
12_30067	Bradi1g14290	7.00E-55	none
	Bradi1g14300	6.00E-58	none
12_30328	Bradi1g14310	3.00E-91	none
	Bradi1g14320	0	none
	Bradi1g14330	4.00E-12	none
	Bradi1g14340	4.00E-129	none
12_30143	Bradi1g14350	5.00E-86	none
	Bradi1g14360	9.00E-164	none
	Bradi1g14370	7.00E-109	none
	Bradi1g14380	1.00E-20	none
12_30187	Bradi1g14390	2.00E-123	none
	Bradi1g14400	3.00E-152	none
11_11180	Bradi1g14410	0	none
	Bradi1g14420	4.00E-109	none
12_30187	Bradi1g14430	0	none
	Bradi1g14440		none
	Bradi1g14450	0	none
	Bradi1g14460		none
	Bradi1g14470	8.00E-44	none
	Bradi1g14480	2.00E-13	none
	Bradi1g14490		none
	Bradi1g14500	7.00E-14	none
	Bradi1g14510	8.00E-14	none
	Bradi1g14520	3.00E-11	none
	Bradi1g14530	1.00E-55	none
	Bradi1g14540	8.00E-54	none
	Bradi1g14550	4.00E-56	none
	Bradi1g14560	3.00E-36	none
	Bradi1g14570	4.00E-22	none
12_11112	Bradi1g14580	2.00E-155	none
	Bradi1g14590	0	none
	Bradi1g14600	5.00E-60	none
11_20080	Bradi1g14610	4.00E-50	none
	Bradi1g14620	4.00E-68	none
12_31155	Bradi1g14630	0	none
	Bradi1g14640	8.00E-31	none
	Bradi1g14650	6.00E-109	none
	Bradi1g14660	4.00E-120	none
	Bradi1g14670	3.00E-125	none
	Bradi1g14680	3.00E-38	none
	Bradi1g14690	8.00E-17	none
	Bradi1g14700	0	none
	Bradi1g14710	0	none
	Bradi1g14720	0	none
	Bradi1g14730	2.00E-170	none
	Bradi1g14740	6.00E-155	none
	Bradi1g14750	4.00E-21	none
	Bradi1g14760	3.00E-16	none
	Bradi1g14770	0	none
	Bradi1g14780	2.00E-58	none
	Bradi1g14790	7.00E-111	none
	Bradi1g14800		none
	Bradi1g14810	5.00E-27	none
	Bradi1g14820	2.00E-112	none
11_10668	Bradi1g14830	2.00E-171	none
	Bradi1g14840	4.00E-78	none
	Bradi1g14850	1.00E-123	none
	Bradi1g14860	0	none
	Bradi1g14870	2.00E-149	none
	Bradi1g14880	7.00E-17	none
	Bradi1g14890	2.00E-14	none
	Bradi1g14900	0	none
	Bradi1g14910	0	none
	Bradi1g14920		none
11_10095	Bradi1g14930	5.00E-66	none
	Bradi1g14940	0	none
	Bradi1g14950	1.00E-46	none
	Bradi1g14960	7.00E-53	none
	Bradi1g14970	4.00E-52	none
	Bradi1g14980	2.00E-180	none
	Bradi1g14990	2.00E-44	none
	Bradi1g15000	2.00E-56	none
11_10918	Bradi1g15010	2.00E-42	none
	Bradi1g15020	2.00E-42	none
	Bradi1g15030	1.00E-120	none
12_30734	Bradi1g15040	5.00E-69	none
	Bradi1g15050	0	none
	Bradi1g15060	2.00E-112	none
	Bradi1g15070	2.00E-119	none
	Bradi1g15080		none
	Bradi1g15090	2.00E-53	none
	Bradi1g15100		none
	Bradi1g15110	1.00E-160	none
	Bradi1g15120	4.00E-87	none
	Bradi1g15130	2.00E-17	none
	Bradi1g15140	3.00E-169	none
	Bradi1g15150		none
	Bradi1g15160	3.00E-31	none
	Bradi1g15170	3.00E-40	none
	Bradi1g15180	2.00E-50	none
	Bradi1g15190	2.00E-80	none
	Bradi1g15200	6.00E-19	none
	Bradi1g15210	3.00E-39	none
	Bradi1g15220	5.00E-13	none
	Bradi1g15230	8.00E-18	none
	Bradi1g15240	1.00E-32	none
	Bradi1g15250		none
	Bradi1g15260	0	none
	Bradi1g15270	1.00E-85	none
	Bradi1g15280		none
	Bradi1g15290	6.00E-145	none
	Bradi1g15300	7.00E-55	none
	Bradi1g15310	1.00E-58	none
	Bradi1g15320	3.00E-27	none
	Bradi1g15330	1.00E-123	none
	Bradi1g15340	9.00E-132	none
	Bradi1g15350	1.00E-143	none
	Bradi1g15360	5.00E-171	none
11_10589	Bradi1g15370	0	none
	Bradi1g15380	0	none
	Bradi1g15390	2.00E-51	none
12_30026	Bradi1g15400	1.00E-120	none
	Bradi1g15410	0	none
	Bradi1g15420	5.00E-27	none
	Bradi1g15430	4.00E-146	none
	Bradi1g15440	0	none
	Bradi1g15450	4.00E-142	none
